日期,内容,来源
2011/8/31,东方证券：中兴通讯目前股价是中长期买点,Wind
2011/8/31,国信证券：建议在股价回调中逐步增仓中兴通讯,Wind
2011/8/31,中兴通讯规模扩张付出代价,证券时报网
2011/8/31,中兴通讯规模扩张付出代价,资本证券
2011/9/1,周四资金净流入净流出十大个股名单,Wind
2011/9/1,第一创业：中兴通讯未来数年业绩将确定性增长,Wind
2011/9/1,申银万国：中兴通讯下半年国内收入增速有望恢复,Wind
2011/9/1,渤海证券：关注通信行业投资增长情况以确定估值拐点,Wind
2011/9/1,交银国际：中兴通讯毛利率下滑过快,证券时报网
2011/9/1,光大证券：成长类板块受益于战略性新兴产业政策,Wind
2011/9/2,中兴通讯：业绩增长预期有望达到 推荐评级,红周刊
2011/9/5,中兴通讯：欧洲手机市场占有率拟升至5-10%,Wind
2011/9/5,中兴通讯跌近4% 但野村续评买入上望30元,红周刊
2011/9/5,野村维持中兴通讯买进评级 目标价30港元,证券时报网
2011/9/5,中兴通讯：公司估值处于低位 强烈推荐评级,红周刊
2011/9/6,华泰联合：本周继续看好中国联通和中兴通讯,Wind
2011/9/8,投资报告：中兴通讯积极执行规模为王战略,红周刊
2011/9/9,券商评级：给予中兴通讯“买入”评级,红周刊
2011/9/9,申银万国：中兴通讯目标价22.3元,Wind
2011/9/14,中兴通讯：世界前三 就在前方不远处,
2011/9/14,第一创业：中兴通讯未来毛利率有望逐步上升,Wind
2011/9/14,东方证券：建议积极配置通信传媒行业四大个股,Wind
2011/9/14,中兴通讯：世界前三 就在前方不远处,红周刊
2011/9/15,中兴通讯：经营战略调整后利润率有望企稳提升，股票进入配置区间,金库网
2011/9/15,中金公司：中兴通讯股价下跌空间有限目标价22元,Wind
2011/9/16,渤海证券：关注投资释放以确定通信行业拐点出现,Wind
2011/9/19,东方证券：通信及传媒行业建议配置3只个股,Wind
2011/9/19,中兴通讯中标乌拉圭电信全国GPON项目,第一财经
2011/9/20,中兴通讯获布隆迪国家骨干网项目订单,第一财经
2011/9/22,国泰君安：多重利好预示通信行业投资将持续提升,Wind
2011/9/22,国金证券：信息技术行业推荐两大类投资组合,Wind
2011/9/22,东方证券：通信设备明年投资新亮点是传输和3G扩容,Wind
2011/9/23,安信证券：光通信板块明显受益通信行业十二五规划,Wind
2011/9/23,中兴拟明年2季度推出4G手机,Wind
2011/9/23,中兴拟明年二季度在发达国家推4G手机,Wind
2011/9/26,中兴通讯加紧布阵终端设备,财经网
2011/9/26,中兴陈新宇：上半年业务产品销售额同比增72%,
2011/9/26,国泰君安：十二五通信行业投资将偏向于宽带领域,Wind
2011/9/26,国金证券：推荐通信设备行业2类投资组合,Wind
2011/9/27,光大证券：通信板块下半年景气度将有所上行,Wind
2011/9/28,中兴通讯高速互联网测试成功,
2011/9/29,9月28日A股融资融券余额降至345.55亿,Wind
2011/9/29,渤海证券：通信板块短期内走赢A股可能性较小,Wind
2011/9/29,光大证券：中兴通讯合理目标价为32元,Wind
2011/9/30,中兴通讯：双驱动新增长 买入,第一财经
2011/9/30,中兴通讯：新市场驱动新增长 给予买入评级,红周刊
2011/10/10,野村证券∶下调中兴通讯目标价至28港元,Wind
2011/10/10,光大证券：通信行业短期内难有大幅上涨动力,Wind
2011/10/12,长江证券：看好光通信和电信运营业四季度表现,Wind
2011/10/12,传第三季度业绩不佳 中兴通讯11日暴跌近7%,中国经济网
2011/10/12,传三季报业绩不佳 中兴通讯暴跌近7%,
2011/10/14,申银万国：关注通信运营商招标进展和相关受益个股,Wind
2011/10/14,中兴通讯:跨越三道坎 缔造公司帝国,
2011/10/14,中兴为AT&T公司定制智能手机即将上市,Wind
2011/10/14,中兴通讯:跨越三道坎 缔造公司帝国,凤凰网
2011/10/14,国金证券：中兴通讯最佳买点已到建议坚定买入,Wind
2011/10/17,兴业证券：关注未来2-3年通信行业结构性增长机会,Wind
2011/10/19,海通证券：通信设备行业重点推荐4只个股,Wind
2011/10/20,传法国电信即将宣布收购刚果中国电信,Wind
2011/10/20,10月19日A股融资融券余额升至336.55亿元,Wind
2011/10/20,长江证券：光通信是未来三年最确定投资主题,Wind
2011/10/21,10月20日A股融资融券余额降至336.47亿元,Wind
2011/10/24,兴业证券：关注通信设备行业中确定结构性增长机会,Wind
2011/10/24,兴业证券：通信设备行业推荐4条投资主线,Wind
2011/10/27,[公告]深圳中兴新通讯28日将发行10亿8年期公司债,Wind
2011/10/27,中兴通讯：前三季度净利润同比下降21.51%,Wind
2011/10/28,中兴通讯Q3净利润2.99亿 终端收入同比增53.43%,中国经济网
2011/10/28,申银万国：中兴通讯目标价23元,证券时报网
2011/10/28,中兴：近期不会寻求与美运营商达成网络协议,
2011/10/28,"中兴通讯：营收增长加速和毛利率回升是亮点,乐观看待海外扩张进程",金库网
2011/10/28,国泰君安：中兴通讯短期业绩不确定性较大,Wind
2011/10/31,花旗：维持中兴通讯买入评级,证券时报网
2011/11/1,中兴通讯：短期汇兑损失不改长期向好趋势,金库网
2011/11/2,中兴11月将在美发售高端智能手ZTE Warp,Wind
2011/11/3,中信建投：板块轮动中可重点关注通信行业,Wind
2011/11/3,华泰联合：中兴通讯未来毛利率有望回升,Wind
2011/11/3,海通证券：通信行业将有望受益相关政策,Wind
2011/11/4,中兴通讯：累计出售近351.5万股国民技术股份,Wind
2011/11/4,中信证券：通信板块配置价值提升推荐5只股票,Wind
2011/11/4,德银：维持中兴通讯买入评级,证券时报网
2011/11/7,11月4日A股融资融券余额升至348.42亿元,Wind
2011/11/7,渤海证券：通信板块结构性行情将会出现,Wind
2011/11/8,11月7日A股融资融券余额升至352.15亿元,Wind
2011/11/8,光大证券：看好四季度通信板块表现,Wind
2011/11/9,中兴通讯WDM技术实现多信道24Tb-s大容量超长距传输,
2011/11/9,中兴通讯助力沃达丰南非子公司Vodacom商用iVAS解决方案,
2011/11/9,发力4G时代 中兴通讯获28个LTE商用合同,
2011/11/9,长城证券：关注通信行业估值修复中结构性机会,Wind
2011/11/10,长城证券：反垄断调查将推进互联网管制体系完善,Wind
2011/11/10,11月9日A股融资融券余额升至359.09亿元,Wind
2011/11/10,发力4G时代 中兴通讯获28个LTE商用合同,证券日报
2011/11/11,中兴通讯：已出售505万股国民技术股份,Wind
2011/11/15,中兴通讯减持又快又狠 国民技术股价不跌反涨,资本证券
2011/11/16,中兴通讯：出售国民技术股份500万股,Wind
2011/11/16,11月15日A股融资融券余额升至368.47亿元,Wind
2011/11/16,申银万国：未来三个月最看好24股,Wind
2011/11/16,中兴通讯 TDD技术再获“中国专利金奖”,资本证券
2011/11/16,广发证券：通信设备行业看好4只股,Wind
2011/11/17,国民技术：机构游资针锋相对,证券时报网
2011/11/17,中兴通讯征战欧美 收入增长冲击30%,21财经
2011/11/17,11月16日A股融资融券余额升至371.86亿元,Wind
2011/11/17,尚乘财富：建议买入中兴通讯 目标价25元,证券时报网
2011/11/17,中兴通讯减持国民技术获益7200万,资本证券
2011/11/17,中兴通讯征战欧美 今年收入增长冲击30%,资本证券
2011/11/18,11月17日A股融资融券余额升至373.43亿元,Wind
2011/11/18,美国会情报特委会就安全威胁调查华为中兴,Wind
2011/11/18,美国国会表示将严重关切华为等基础设施公司,Wind
2011/11/21,信达国际：建议趁低吸纳中兴通讯,证券时报网
2011/11/21,中兴通讯：美国现在和未来都将是战略市场,Wind
2011/11/21,东方证券：中兴通讯股价安全边际充分,Wind
2011/11/22,遭美安全性调查 中兴通讯:公司遵守法纪值得信赖,中新网
2011/11/22,中兴通讯回应遭美调查,金库网
2011/11/22,中兴通讯拟投资20亿元支持中国联通电子书业务,Wind
2011/11/22,中兴通讯回应遭美调查,资本证券
2011/11/23,中兴通讯减持国民技术400万股股票,
2011/11/23,中兴通讯：出售国民技术股份400万股,Wind
2011/11/23,中兴通讯WLAN获山东移动近期集采60%份额,
2011/11/23,周二A股融资融券余额微升至375.87亿元,Wind
2011/11/23,中兴通讯获山东移动WLAN集采60%份额,第一财经
2011/11/23,长城证券：通信行业强烈推荐中兴通讯和大富科技,Wind
2011/11/24,中兴通讯半年内9次减持国民技术,财经网
2011/11/24,瑞信维持中兴优于大市评级 目标价32.5港元,
2011/11/28,中兴通讯：还将保持高增长,
2011/11/28,中兴通讯：还将保持高增长,资本证券
2011/11/29,周一A股融资融券余额升至376.72亿元,Wind
2011/12/1,中兴通讯承建宽带互动新媒体实验室,第一财经
2011/12/1,东方证券：中兴通讯股价安全边际充分,Wind
2011/12/1,渤海证券：通信行业推荐4只个股,Wind
2011/12/2,郭家耀：中兴通讯规模持续壮大,红周刊
2011/12/2,中兴通讯土耳其建海外采购中心,第一财经
2011/12/2,申银万国：低端智能机运营商也将迎来盈利优化,Wind
2011/12/3,统计称券商推荐金股八成跑输大盘,Wind
2011/12/6,中金公司：建议在2012年1季度重配通信设备行业,Wind
2011/12/7,中信证券：通信行业增长确定性增强,Wind
2011/12/8,周三A股融资融券余额升至377.08亿元,Wind
2011/12/9,周四A股融资融券余额升至378.6亿元,Wind
2011/12/12,第十二届中国经济年度人物评选结果出炉柳传志获终身成就（名单）,Wind
2011/12/13,“11中兴新”12月14日于上交所挂牌交易,Wind
2011/12/14,兴业证券：通信行业将享受相关利好政策,Wind
2011/12/14,中兴通讯：拟为中兴法国提供不超过1000万欧元担保,Wind
2011/12/15,聚飞光电过会成功 中兴通讯间接参股,凤凰网
2011/12/19,光大证券：目前通信股下跌将为反弹积蓄力量,Wind
2011/12/20,申银万国：未来3个月最看好26家上市公司,Wind
2011/12/22,中兴通讯：一场即将改变市场格局的范本试验,资本证券
2011/12/22,中兴通讯：一场即将改变市场格局的范本试验,中国经济网
2011/12/23,中兴通讯"进化论":从"跟随者"到"超越者",
2011/12/23,中信建投：明年关注通信行业四大结构性热点,Wind
2011/12/26,中兴通讯史立荣称未来加大国际专利布局,赛迪网
2011/12/28,安信证券：推荐通信行业18只个股,Wind
2011/12/29,中信证券：电信投资有望小幅回升预期明年增长3%,Wind
2011/12/30,中兴通讯新型财务管理价值模式,
2011/12/31,中兴通讯卷入菲律宾前总统阿罗约腐败案,Wind
2011/12/31,长城证券：通信行业未来发展主线是数据流量增长,Wind
2012/1/4,瑞士信贷：推荐中国太保等5只中国个股,Wind
2012/1/4,光大证券：通信行业2012年估值提升机会值得把握,Wind
2012/1/17,中兴通讯：“中兴债1”本期票面利率为0.8%于20日登记,Wind
2012/1/19,超声电子：中标约7.79亿元中兴通讯项目,Wind
2012/1/19,中兴通讯A股跌停 传输掉欧洲专利官司被判市场禁入,台海网
2012/1/19,中兴通讯否认官司失败或因两方面因素跌停,Wind
2012/1/20,消息称中兴通讯和爱立信已达成知识产权交叉许可协议,Wind
2012/1/20,中金公司：中兴通讯股价大跌提供逢低进场机会,凤凰网
2012/1/20,中金公司：可在股价大幅回落后介入中兴通讯,Wind
2012/1/20,中兴通讯：与爱立信相互撤销所有诉讼,Wind
2012/1/20,中兴通讯19日突然暴跌机构多空分歧严重,Wind
2012/1/20,[快讯]中兴通讯早盘小幅上涨称已与爱立信达成和解,Wind
2012/1/20,中兴通讯跌停紧急发公告 已与爱立信达成和解,
2012/1/20,中兴通讯遭天价赔偿中伤 机构“互掐”现激烈博弈,资本证券
2012/1/20,中兴通讯与爱立信同意相互撤销侵权诉讼,Wind
2012/1/22,【Wind资讯】本周A股资金净流入净流出十大个股名单（附表）,Wind
2012/1/29,中兴通讯股价蹊跷跌停调查 业绩下降或是根本,21财经
2012/1/30,【Wind资讯】周一A股资金净流入流出十大个股中国联通遭抛售（附表）,Wind
2012/1/30,中兴通讯：与爱立信专利诉讼以交叉许可结束,凤凰网
2012/1/30,中信建投：中兴通讯已具备较好投资价值,Wind
2012/1/31,【Wind资讯】周二A股资金净流入流出十大个股宁波韵升受追捧（附表）,Wind
2012/1/31,中兴通讯CPE销售额和出货量双居全球第一,
2012/2/1,申银万国：固网运营商2011年四季度投资开始释放,Wind
2012/2/3,中金公司：建议投资者一季度重配通信设备行业,Wind
2012/2/5,【Wind资讯】本周A股资金净流入十大个股名单银行股占据半壁江山（附表）,Wind
2012/2/6,中兴通讯：通过高新技术企业复审,Wind
2012/2/7,中金公司：建议一季度重点配置通信设备行业,Wind
2012/2/7,中兴通讯：通过高新企业复审继续享受所得税15%优惠,Wind
2012/2/8,印度取消122张电信牌照或影响中兴公司回款,Wind
2012/2/8,中兴通讯或遇回款风险 印度取消122张电信牌照,21财经
2012/2/8,印度取消122张电信牌照中兴通讯或遇回款风险,
2012/2/9,【Wind资讯】周四A股资金净流入十大个股新股华录百纳独占鳌头（附表）,Wind
2012/2/9,中兴通讯：非执行董事雷凡培辞职,Wind
2012/2/9,华泰联合：通信板块短期选择一季报业绩高增长公司,Wind
2012/2/14,中兴通讯与爱立信诉讼和解 双方撤销专利诉讼,资本证券
2012/2/14,中兴通讯：与爱立信和解双方撤销相互所有专利诉讼,Wind
2012/2/14,苹果股价首破500美元活跃A股电子信息板块,红周刊
2012/2/15,【Wind资讯】周三A股资金净流入流出十大个股重啤流出最多（附表）,Wind
2012/2/15,国信证券：关注国内品牌手机商和触摸屏供应商,Wind
2012/2/15,业绩难以支撑估值 触摸屏概念炒作何时休,证券时报网
2012/2/15,中兴与爱立信签和解协议双方撤销诉讼,WSJ
2012/2/16,【Wind资讯】周四A股资金净流入流出十大个股中工建招三行现流入（附表）,Wind
2012/2/16,中兴通讯与爱立信握手言和,京华时报
2012/2/17,【Wind资讯】周五A股资金净流入流出十大个股中重啤最获青睐（附表）,Wind
2012/2/17,苹果iPhone在华市场份额连续两季萎缩,Wind
2012/2/17,工信部加码宽带中国 12股酝酿爆发,顶尖财经网
2012/2/17,东方证券：五只个股将受益于宽带中国战略,Wind
2012/2/20,中兴通讯：拟向美国高通采购40亿美元芯片,Wind
2012/2/20,触摸屏产业“指”点江山 朝阳产业谨防“夕阳化”,证券日报
2012/2/23,申银万国：关注年报可能超预期或低于预期公司,Wind
2012/2/23,高华证券：智能手机量升价跌技术升级成看点,Wind
2012/2/24,知识产权局：去年我国发明专利授权量同比增27.4%,Wind
2012/2/24,中兴通讯华为分居2011年我国发明专利授权排名前两位,Wind
2012/3/1,小米欲掏2亿“补课”售后 否认资金链紧张,中国经济网
